Question 1,Question 2,Question 3,Question 4,Lap ID,FPS,Resolution Scale,Latency,FPS Variance,Device Type,Device Model,Device UID,Operating System,Processor,Survey Code,Timestamp (UTC)
4,4,4,4,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 05:01:01 GMT"
4,4,4,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 05:02:45 GMT"
4,4,4,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,715358767,"Sat, 03 Apr 2021 05:04:06 GMT"
4,4,4,4,6,30,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:09:00 GMT"
4,4,4,4,7,30,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:10:25 GMT"
4,4,4,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:11:43 GMT"
4,4,4,4,9,60,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:13:01 GMT"
4,4,4,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:14:15 GMT"
4,4,4,4,0,30,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:15:28 GMT"
4,4,4,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:16:43 GMT"
4,4,4,4,2,30,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:18:52 GMT"
4,4,4,4,5,30,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:20:12 GMT"
4,4,4,4,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:21:34 GMT"
4,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:22:52 GMT"
4,4,4,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:24:51 GMT"
4,4,4,4,19,30,120,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:25:19 GMT"
4,4,4,4,15,60,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:25:50 GMT"
4,4,4,4,8,30,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_14_5,n/a,1827973487,"Sat, 03 Apr 2021 05:26:23 GMT"
3,5,3,4,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_1_0,n/a,2044432363,"Sat, 03 Apr 2021 22:17:30 GMT"
4,5,3,4,17,60,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_1_0,n/a,1322688908,"Sat, 03 Apr 2021 22:23:55 GMT"
1,5,1,1,0,30,80,0,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:19:55 GMT"
2,5,5,3,16,60,80,15,5,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:21:27 GMT"
1,5,2,1,10,60,80,0,5,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:23:12 GMT"
5,5,4,4,1,30,80,0,5,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:24:32 GMT"
3,5,2,3,17,60,80,15,15,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:26:11 GMT"
5,5,5,5,11,60,80,0,15,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:27:29 GMT"
5,5,5,5,4,30,80,5,5,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:28:44 GMT"
5,5,5,5,19,30,120,0,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:29:57 GMT"
2,5,1,2,7,30,80,15,5,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:31:37 GMT"
5,5,5,5,18,30,40,0,0,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:33:01 GMT"
1,5,1,1,8,30,80,15,15,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:34:32 GMT"
5,5,5,5,14,60,80,5,15,Desktop,Chrome 88,n/a,Mac OS X 10_15_7,n/a,656722621,"Sun, 04 Apr 2021 01:35:43 GMT"
3,5,2,4,0,30,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,1147424398,"Sun, 04 Apr 2021 20:46:19 GMT"
2,3,1,2,8,30,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 21:33:55 GMT"
3,3,3,3,19,30,120,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 21:36:43 GMT"
3,3,5,4,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 21:39:15 GMT"
3,3,4,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:41:24 GMT"
4,3,4,4,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:43:11 GMT"
5,5,3,4,0,30,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,1322613835,"Sun, 04 Apr 2021 21:45:37 GMT"
4,3,4,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:45:47 GMT"
4,3,4,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:47:39 GMT"
3,4,4,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:49:21 GMT"
2,4,2,2,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1814148384,"Sun, 04 Apr 2021 21:50:01 GMT"
2,3,2,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:51:30 GMT"
3,3,3,3,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:54:16 GMT"
3,5,3,4,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 21:55:19 GMT"
5,5,5,5,12,60,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 21:56:39 GMT"
3,3,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:56:41 GMT"
5,5,5,5,6,30,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 21:58:05 GMT"
4,3,3,3,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 21:58:45 GMT"
5,5,5,5,17,60,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 21:59:22 GMT"
3,3,2,3,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 21:59:52 GMT"
3,3,4,3,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 22:00:34 GMT"
2,2,3,2,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:01:28 GMT"
3,3,3,3,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 22:02:24 GMT"
3,3,3,3,4,30,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 22:02:34 GMT"
3,2,2,3,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:03:15 GMT"
5,5,5,5,15,60,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 22:03:51 GMT"
3,3,3,3,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 22:04:16 GMT"
5,5,5,5,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 22:05:05 GMT"
3,3,4,4,9,60,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:06:41 GMT"
5,5,5,5,18,30,40,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 22:07:09 GMT"
2,2,2,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:07:10 GMT"
2,3,2,3,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:08:40 GMT"
5,5,5,5,7,30,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 22:09:31 GMT"
3,3,3,3,5,30,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:09:46 GMT"
1,1,1,1,8,30,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,2055095873,"Sun, 04 Apr 2021 22:10:39 GMT"
4,5,4,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:11:14 GMT"
2,3,2,2,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:11:51 GMT"
5,4,5,5,2,30,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:12:42 GMT"
3,3,3,3,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:13:14 GMT"
3,4,4,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:14:38 GMT"
3,4,3,4,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:16:20 GMT"
3,4,3,4,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:17:52 GMT"
3,3,4,3,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:19:32 GMT"
3,4,4,3,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:21:00 GMT"
4,4,4,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:22:18 GMT"
4,4,5,4,3,30,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:23:29 GMT"
4,4,4,4,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:23:35 GMT"
3,3,4,3,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:25:51 GMT"
5,4,4,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:26:31 GMT"
4,5,4,5,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:27:08 GMT"
5,4,5,5,18,30,40,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:27:57 GMT"
4,4,5,4,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:28:28 GMT"
4,5,4,4,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:30:00 GMT"
4,5,4,5,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:31:16 GMT"
4,5,4,5,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1522822042,"Sun, 04 Apr 2021 22:32:40 GMT"
5,5,2,3,6,30,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:32:47 GMT"
4,4,3,3,7,30,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:34:28 GMT"
3,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:35:50 GMT"
3,3,2,3,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 22:41:52 GMT"
2,3,2,2,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1995568908,"Sun, 04 Apr 2021 22:43:32 GMT"
4,4,2,3,17,60,80,15,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:48:54 GMT"
3,3,3,3,16,60,80,15,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 22:50:20 GMT"
3,5,2,2,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:51:28 GMT"
3,3,3,3,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:52:36 GMT"
3,3,3,4,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:52:59 GMT"
2,5,2,2,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:53:28 GMT"
3,3,2,1,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:53:55 GMT"
1,5,3,2,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:54:24 GMT"
2,5,3,3,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:55:17 GMT"
1,5,1,1,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:55:41 GMT"
2,4,1,2,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:56:33 GMT"
1,4,1,2,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:57:16 GMT"
1,5,2,2,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:57:50 GMT"
1,5,2,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 22:59:53 GMT"
2,4,2,2,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:00:33 GMT"
1,5,3,2,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:01:12 GMT"
2,4,1,2,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:01:41 GMT"
2,5,1,2,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:02:06 GMT"
1,4,3,2,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:05:08 GMT"
1,4,1,1,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:05:44 GMT"
1,4,2,2,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:07:01 GMT"
2,4,1,2,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2013732012,"Sun, 04 Apr 2021 23:07:23 GMT"
5,5,5,5,11,60,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 23:21:28 GMT"
3,5,3,3,15,60,80,15,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 23:23:15 GMT"
3,5,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 23:27:06 GMT"
5,5,4,5,13,60,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 23:28:26 GMT"
3,4,4,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1138484479,"Sun, 04 Apr 2021 23:38:41 GMT"
3,4,3,4,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1303806803,"Mon, 05 Apr 2021 03:36:28 GMT"
3,4,3,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1303806803,"Mon, 05 Apr 2021 03:41:51 GMT"
2,5,3,4,0,30,80,0,0,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1578011006,"Mon, 05 Apr 2021 19:27:49 GMT"
4,5,4,4,11,60,80,0,15,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1578011006,"Mon, 05 Apr 2021 19:29:23 GMT"
3,5,5,3,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:33:42 GMT"
4,5,5,5,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:36:18 GMT"
4,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:38:35 GMT"
3,4,4,4,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:40:05 GMT"
2,3,2,2,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:41:42 GMT"
1,3,1,2,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:43:04 GMT"
2,1,2,3,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:44:32 GMT"
1,2,2,2,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,591325231,"Mon, 05 Apr 2021 22:45:02 GMT"
1,3,1,2,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:11:49 GMT"
1,3,2,2,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:13:09 GMT"
1,3,1,2,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:14:32 GMT"
2,2,2,2,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:14:58 GMT"
1,1,2,2,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:15:31 GMT"
1,1,1,1,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:15:57 GMT"
1,1,1,1,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:17:53 GMT"
1,1,1,1,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:18:52 GMT"
2,3,2,2,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,506116219,"Tue, 06 Apr 2021 01:20:09 GMT"
2,5,2,4,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1493409547,"Tue, 06 Apr 2021 05:38:20 GMT"
3,4,2,3,12,60,80,5,0,Desktop,Firefox 87,n/a,Windows 10,n/a,1036458266,"Tue, 06 Apr 2021 06:26:03 GMT"
4,3,4,3,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:29:09 GMT"
2,3,5,5,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:30:31 GMT"
1,3,2,3,17,60,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:33:01 GMT"
2,3,2,3,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:34:27 GMT"
2,3,2,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:35:47 GMT"
2,3,2,3,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:37:03 GMT"
2,3,2,3,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:38:23 GMT"
2,3,2,3,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:39:38 GMT"
2,3,2,3,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:41:04 GMT"
2,3,2,3,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:41:44 GMT"
2,3,2,3,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,2007045841,"Tue, 06 Apr 2021 22:43:03 GMT"
4,5,3,4,5,30,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,1909754666,"Tue, 06 Apr 2021 22:45:12 GMT"
4,5,3,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,1909754666,"Tue, 06 Apr 2021 22:47:16 GMT"
4,5,3,4,14,60,80,5,15,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,1909754666,"Tue, 06 Apr 2021 22:49:04 GMT"
4,5,3,4,13,60,80,5,5,Desktop,Chrome 89,n/a,Mac OS X 10_15_7,n/a,1909754666,"Tue, 06 Apr 2021 22:51:08 GMT"
2,2,1,2,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_0,n/a,894222928,"Wed, 07 Apr 2021 02:55:39 GMT"
2,4,2,3,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,974374938,"Wed, 07 Apr 2021 18:22:57 GMT"
4,5,4,4,10,60,80,0,5,Desktop,Chrome 89,n/a,Mac OS X 10_2_3,n/a,1750890971,"Wed, 07 Apr 2021 18:23:49 GMT"
3,4,4,3,14,60,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:37:45 GMT"
3,4,3,3,7,30,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:39:13 GMT"
3,4,3,3,0,30,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:40:30 GMT"
3,4,3,3,13,60,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:42:44 GMT"
3,4,2,3,18,30,40,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:44:14 GMT"
4,4,4,4,1,30,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:45:24 GMT"
4,4,1,2,15,60,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:46:44 GMT"
2,4,2,2,8,30,80,15,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:48:10 GMT"
4,4,1,2,19,30,120,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:49:34 GMT"
2,3,5,3,5,30,80,5,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:50:54 GMT"
4,2,2,3,16,60,80,15,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:52:18 GMT"
5,3,5,4,9,60,80,0,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:53:33 GMT"
4,4,2,3,6,30,80,15,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:54:50 GMT"
4,3,3,3,10,60,80,0,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:56:37 GMT"
4,4,4,4,3,30,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:58:05 GMT"
4,4,5,4,12,60,80,5,0,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 18:59:21 GMT"
4,4,5,4,4,30,80,5,5,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 19:00:33 GMT"
3,4,4,4,2,30,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 19:31:42 GMT"
5,4,5,4,11,60,80,0,15,Desktop,Chrome 89,n/a,Windows 10,n/a,1444110357,"Wed, 07 Apr 2021 19:32:58 GMT"
